Servidor,Protocolo,Data,HoraInicio,HoraFim,Duracao
vsrv17,PPTP,2017-01-12,15:41,15:43,2
vsrv8,PPTP,2017-01-12,13:32,15:44,132
vsrv16,SSTP,2017-01-12,15:45,15:45,0
vsrv8,SSTP,2017-01-12,15:46,15:46,0
vsrv17,SSTP,2017-01-12,15:31,15:48,17
vsrv16,PPTP,2017-01-12,15:48,15:48,0
vsrv17,OPENVPN_L2,2017-01-12,15:22,15:50,28
vsrv17,PPTP,2017-01-12,07:01,15:51,530
vsrv8,PPTP,2017-01-12,14:43,15:51,68
vsrv8,SSTP,2017-01-12,15:43,15:51,8
vsrv17,SSTP,2017-01-12,15:22,15:51,29
vsrv8,PPTP,2017-01-12,15:44,15:52,8
vsrv17,PPTP,2017-01-12,15:42,15:52,10
vsrv8,PPTP,2017-01-12,15:22,15:52,30
vsrv17,PPTP,2017-01-12,14:09,15:53,104
vsrv17,PPTP,2017-01-12,15:38,15:54,16
vsrv17,PPTP,2017-01-12,14:59,15:56,57
vsrv16,SSTP,2017-01-12,15:52,15:57,5
vsrv17,PPTP,2017-01-12,15:29,15:58,29
vsrv16,PPTP,2017-01-12,15:56,15:59,3
vsrv8,SSTP,2017-01-12,15:52,15:59,7
vsrv16,SSTP,2017-01-12,15:19,16:00,41
vsrv17,PPTP,2017-01-12,14:58,16:00,62
vsrv8,PPTP,2017-01-12,10:10,16:00,350
vsrv16,PPTP,2017-01-12,15:45,16:01,16
vsrv11,PPTP,2017-01-12,13:59,16:02,123
vsrv17,SSTP,2017-01-12,14:47,16:02,75
vsrv17,SSTP,2017-01-12,16:00,16:03,3
vsrv16,PPTP,2017-01-12,13:21,16:03,162
vsrv16,SSTP,2017-01-12,15:34,16:05,31
vsrv8,SSTP,2017-01-12,15:32,16:05,33
vsrv16,PPTP,2017-01-12,15:58,16:06,8
vsrv8,SSTP,2017-01-12,16:04,16:07,3
vsrv8,PPTP,2017-01-12,16:01,16:09,8
vsrv17,SSTP,2017-01-12,16:11,16:11,0
vsrv8,OPENVPN_L2,2017-01-12,15:51,16:12,21
vsrv16,PPTP,2017-01-12,16:08,16:12,4
vsrv8,SSTP,2017-01-12,15:33,16:12,39
vsrv16,SSTP,2017-01-12,13:45,16:12,147
vsrv8,PPTP,2017-01-12,08:48,16:13,445
vsrv16,PPTP,2017-01-12,14:33,16:14,101
vsrv16,SSTP,2017-01-12,15:58,16:15,17
vsrv16,PPTP,2017-01-12,15:20,16:16,56
vsrv17,SSTP,2017-01-12,16:15,16:17,2
vsrv17,SSTP,2017-01-12,15:27,16:17,50
vsrv8,SSTP,2017-01-12,16:17,16:17,0
vsrv17,SSTP,2017-01-12,16:14,16:18,4
vsrv16,OPENVPN_L2,2017-01-12,15:47,16:18,31
vsrv8,PPTP,2017-01-12,15:17,16:19,62
vsrv17,SSTP,2017-01-12,16:16,16:19,3
vsrv8,SSTP,2017-01-12,16:20,16:20,0
vsrv8,PPTP,2017-01-12,15:37,16:20,43
vsrv17,PPTP,2017-01-12,14:52,16:20,88
vsrv16,SSTP,2017-01-12,16:18,16:21,3
vsrv8,PPTP,2017-01-12,16:01,16:21,20
vsrv8,PPTP,2017-01-12,16:17,16:21,4
vsrv16,PPTP,2017-01-12,15:37,16:21,44
vsrv16,PPTP,2017-01-12,16:17,16:22,5
vsrv17,SSTP,2017-01-12,16:25,16:25,0
vsrv17,SSTP,2017-01-12,16:25,16:26,1
vsrv16,SSTP,2017-01-12,13:20,16:26,186
vsrv16,PPTP,2017-01-12,15:22,16:28,66
vsrv17,PPTP,2017-01-12,16:10,16:33,23
vsrv16,PPTP,2017-01-12,13:22,16:34,192
vsrv11,PPTP,2017-01-12,16:33,16:35,2
vsrv16,SSTP,2017-01-12,14:15,16:35,140
vsrv17,PPTP,2017-01-12,14:33,16:35,122
vsrv8,PPTP,2017-01-12,14:53,16:35,102
vsrv16,SSTP,2017-01-12,15:52,16:35,43
vsrv16,SSTP,2017-01-12,16:33,16:35,2
vsrv16,PPTP,2017-01-12,14:52,16:36,104
vsrv8,PPTP,2017-01-12,15:29,16:36,67
vsrv8,PPTP,2017-01-12,16:20,16:36,16
vsrv16,PPTP,2017-01-12,15:20,16:39,79
vsrv17,SSTP,2017-01-12,15:37,16:39,62
vsrv8,SSTP,2017-01-12,16:07,16:40,33
vsrv16,PPTP,2017-01-12,15:34,16:40,66
vsrv8,PPTP,2017-01-12,16:20,16:40,20
vsrv8,SSTP,2017-01-12,16:20,16:40,20
vsrv17,SSTP,2017-01-12,15:53,16:41,48
vsrv8,PPTP,2017-01-12,15:13,16:41,88
vsrv16,PPTP,2017-01-12,15:30,16:43,73
vsrv8,PPTP,2017-01-12,16:41,16:45,4
vsrv16,OPENVPN_L2,2017-01-12,16:39,16:45,6
vsrv16,SSTP,2017-01-12,16:45,16:46,1
vsrv17,PPTP,2017-01-12,16:38,16:51,13
vsrv16,PPTP,2017-01-12,14:00,16:52,172
vsrv16,PPTP,2017-01-12,15:56,16:52,56
vsrv16,SSTP,2017-01-12,16:08,16:53,45
vsrv16,SSTP,2017-01-12,16:39,16:54,15
vsrv17,PPTP,2017-01-12,16:54,16:55,1
vsrv17,PPTP,2017-01-12,16:56,16:57,1
vsrv8,SSTP,2017-01-12,16:26,16:58,32
vsrv16,SSTP,2017-01-12,16:40,16:58,18
vsrv8,SSTP,2017-01-12,16:39,16:58,19
vsrv16,PPTP,2017-01-12,16:43,17:00,17
vsrv8,SSTP,2017-01-12,16:58,17:01,3
vsrv16,PPTP,2017-01-12,16:44,17:01,17
vsrv8,PPTP,2017-01-12,16:59,17:02,3
vsrv16,OPENVPN_L2,2017-01-12,16:15,17:03,48
vsrv17,PPTP,2017-01-12,16:31,17:04,33
vsrv11,PPTP,2017-01-12,16:22,17:05,43
vsrv16,PPTP,2017-01-12,16:42,17:06,24
vsrv8,PPTP,2017-01-12,16:17,17:07,50
vsrv16,PPTP,2017-01-12,14:40,17:08,148
vsrv17,PPTP,2017-01-12,17:02,17:08,6
vsrv8,SSTP,2017-01-12,16:53,17:08,15
vsrv17,SSTP,2017-01-12,15:38,17:09,91
vsrv17,PPTP,2017-01-12,17:07,17:09,2
vsrv8,SSTP,2017-01-12,16:28,17:09,41
vsrv16,PPTP,2017-01-12,17:00,17:10,10
vsrv17,PPTP,2017-01-12,17:06,17:10,4
vsrv16,SSTP,2017-01-12,16:26,17:11,45
vsrv17,SSTP,2017-01-12,17:11,17:13,2
vsrv17,PPTP,2017-01-12,15:24,17:14,110
vsrv16,PPTP,2017-01-12,12:05,17:15,310
vsrv17,SSTP,2017-01-12,16:52,17:17,25
vsrv8,SSTP,2017-01-12,17:17,17:17,0
vsrv8,SSTP,2017-01-12,16:17,17:17,60
vsrv8,PPTP,2017-01-12,16:17,17:17,60
vsrv8,PPTP,2017-01-12,09:56,17:19,443
vsrv8,SSTP,2017-01-12,17:22,17:22,0
vsrv16,SSTP,2017-01-12,14:43,17:23,160
vsrv17,PPTP,2017-01-12,14:15,17:23,188
vsrv8,SSTP,2017-01-12,17:23,17:23,0
vsrv8,SSTP,2017-01-12,17:23,17:24,1
vsrv8,SSTP,2017-01-12,17:24,17:24,0
vsrv17,PPTP,2017-01-12,17:14,17:24,10
vsrv16,SSTP,2017-01-12,16:17,17:24,67
vsrv11,PPTP,2017-01-12,17:21,17:24,3
vsrv17,SSTP,2017-01-12,17:10,17:25,15
vsrv8,SSTP,2017-01-12,17:09,17:25,16
vsrv8,SSTP,2017-01-12,14:23,17:25,182
vsrv16,OPENVPN_L2,2017-01-12,17:04,17:25,21
vsrv16,SSTP,2017-01-12,17:24,17:26,2
vsrv8,PPTP,2017-01-12,16:45,17:30,45
vsrv16,PPTP,2017-01-12,16:05,17:31,86
vsrv16,PPTP,2017-01-12,14:55,17:31,156
vsrv11,PPTP,2017-01-12,17:26,17:31,5
vsrv17,SSTP,2017-01-12,16:11,17:32,81
vsrv16,PPTP,2017-01-12,17:10,17:33,23
vsrv8,SSTP,2017-01-12,17:29,17:34,5
vsrv8,PPTP,2017-01-12,17:24,17:35,11
vsrv17,PPTP,2017-01-12,13:53,17:35,222
vsrv17,PPTP,2017-01-12,16:34,17:35,61
vsrv17,SSTP,2017-01-12,16:45,17:35,50
vsrv8,PPTP,2017-01-12,17:33,17:35,2
vsrv8,SSTP,2017-01-12,16:29,17:35,66
vsrv17,PPTP,2017-01-12,16:57,17:36,39
vsrv17,SSTP,2017-01-12,17:03,17:37,34
vsrv17,PPTP,2017-01-12,17:02,17:37,35
vsrv8,PPTP,2017-01-12,17:14,17:38,24
vsrv8,PPTP,2017-01-12,14:50,17:38,168
vsrv16,PPTP,2017-01-12,16:38,17:39,61
vsrv8,SSTP,2017-01-12,14:30,17:39,189
vsrv16,SSTP,2017-01-12,17:35,17:39,4
vsrv17,SSTP,2017-01-12,13:53,17:40,227
vsrv16,PPTP,2017-01-12,17:28,17:40,12
vsrv8,SSTP,2017-01-12,15:42,17:42,120
vsrv17,PPTP,2017-01-12,11:10,17:43,393
vsrv17,SSTP,2017-01-12,16:08,17:44,96
vsrv16,PPTP,2017-01-12,15:48,17:44,116
vsrv16,PPTP,2017-01-12,17:42,17:45,3
vsrv16,PPTP,2017-01-12,17:39,17:45,6
vsrv17,SSTP,2017-01-12,17:16,17:45,29
vsrv17,SSTP,2017-01-12,17:39,17:46,7
vsrv8,PPTP,2017-01-12,17:46,17:47,1
vsrv17,SSTP,2017-01-12,17:26,17:48,22
vsrv16,PPTP,2017-01-12,16:21,17:50,89
vsrv17,PPTP,2017-01-12,17:38,17:51,13
vsrv8,SSTP,2017-01-12,17:52,17:52,0
vsrv8,SSTP,2017-01-12,17:17,17:53,36
vsrv16,SSTP,2017-01-12,11:49,17:53,364
vsrv17,PPTP,2017-01-12,16:30,17:55,85
vsrv17,PPTP,2017-01-12,17:43,17:57,14
vsrv17,SSTP,2017-01-12,17:55,17:57,2
vsrv8,PPTP,2017-01-12,13:22,17:58,276
vsrv17,PPTP,2017-01-12,16:41,17:59,78
vsrv17,PPTP,2017-01-12,16:33,18:00,87
vsrv16,SSTP,2017-01-12,16:41,18:00,79
vsrv16,PPTP,2017-01-12,14:47,18:02,195
vsrv8,SSTP,2017-01-12,16:26,18:02,96
vsrv8,PPTP,2017-01-12,15:36,18:02,146
vsrv8,PPTP,2017-01-12,11:17,18:03,406
vsrv17,SSTP,2017-01-12,17:46,18:03,17
vsrv16,SSTP,2017-01-12,16:43,18:03,80
vsrv16,SSTP,2017-01-12,16:59,18:03,64
vsrv16,PPTP,2017-01-12,14:59,18:04,185
vsrv8,SSTP,2017-01-12,15:12,18:04,172
vsrv17,SSTP,2017-01-12,18:02,18:04,2
vsrv17,PPTP,2017-01-12,16:30,18:04,94
vsrv17,PPTP,2017-01-12,17:46,18:05,19
vsrv16,SSTP,2017-01-12,18:01,18:05,4
vsrv8,PPTP,2017-01-12,17:45,18:05,20
vsrv17,SSTP,2017-01-12,11:19,18:06,407
vsrv17,PPTP,2017-01-12,16:08,18:07,119
vsrv16,PPTP,2017-01-12,16:52,18:09,77
vsrv8,SSTP,2017-01-12,18:03,18:09,6
vsrv8,PPTP,2017-01-12,17:00,18:09,69
vsrv8,PPTP,2017-01-12,16:48,18:11,83
vsrv17,PPTP,2017-01-12,15:02,18:11,189
vsrv17,PPTP,2017-01-12,16:15,18:12,117
vsrv16,PPTP,2017-01-12,13:34,18:12,278
vsrv16,PPTP,2017-01-12,16:42,18:13,91
vsrv16,PPTP,2017-01-12,15:38,18:15,157
vsrv17,PPTP,2017-01-12,16:43,18:16,93
vsrv8,PPTP,2017-01-12,15:53,18:16,143
vsrv8,SSTP,2017-01-12,15:48,18:19,151
vsrv16,SSTP,2017-01-12,14:45,18:19,214
vsrv16,PPTP,2017-01-12,17:34,18:19,45
vsrv8,SSTP,2017-01-12,18:18,18:19,1
vsrv8,PPTP,2017-01-12,16:03,18:19,136
vsrv8,PPTP,2017-01-12,18:03,18:20,17
vsrv17,PPTP,2017-01-12,17:06,18:20,74
vsrv17,SSTP,2017-01-12,13:40,18:20,280
vsrv17,PPTP,2017-01-12,15:49,18:21,152
vsrv17,PPTP,2017-01-12,18:17,18:21,4
vsrv16,PPTP,2017-01-12,14:50,18:21,211
vsrv8,PPTP,2017-01-12,18:05,18:22,17
vsrv16,SSTP,2017-01-12,17:52,18:23,31
vsrv8,PPTP,2017-01-12,14:25,18:24,239
vsrv16,PPTP,2017-01-12,17:27,18:25,58
vsrv8,PPTP,2017-01-12,17:52,18:26,34
vsrv17,PPTP,2017-01-12,18:26,18:27,1
vsrv17,PPTP,2017-01-12,18:15,18:28,13
vsrv8,PPTP,2017-01-12,18:24,18:30,6
vsrv17,PPTP,2017-01-12,18:22,18:32,10
vsrv17,PPTP,2017-01-12,18:29,18:32,3
vsrv16,PPTP,2017-01-12,18:31,18:34,3
vsrv8,PPTP,2017-01-12,18:31,18:34,3
vsrv17,PPTP,2017-01-12,18:34,18:36,2
vsrv8,PPTP,2017-01-12,17:35,18:36,61
vsrv16,SSTP,2017-01-12,18:34,18:38,4
vsrv8,SSTP,2017-01-12,18:36,18:40,4
vsrv17,PPTP,2017-01-12,18:41,18:44,3
vsrv8,PPTP,2017-01-12,18:32,18:46,14
vsrv8,PPTP,2017-01-12,18:46,18:47,1
vsrv8,SSTP,2017-01-12,16:18,18:48,150
vsrv16,SSTP,2017-01-12,18:24,18:53,29
vsrv16,PPTP,2017-01-12,13:41,18:54,313
vsrv8,PPTP,2017-01-12,11:43,18:54,431
vsrv16,PPTP,2017-01-12,17:15,18:54,99
vsrv16,PPTP,2017-01-12,15:33,18:55,202
vsrv8,SSTP,2017-01-12,18:37,18:56,19
vsrv17,SSTP,2017-01-12,18:25,18:56,31
vsrv16,SSTP,2017-01-12,16:46,18:58,132
vsrv8,SSTP,2017-01-12,14:55,19:01,246
vsrv8,SSTP,2017-01-12,17:19,19:01,102
vsrv8,SSTP,2017-01-12,18:56,19:02,6
vsrv16,PPTP,2017-01-12,18:54,19:02,8
vsrv16,SSTP,2017-01-12,18:24,19:02,38
vsrv17,PPTP,2017-01-12,15:22,19:04,222
vsrv16,SSTP,2017-01-12,18:26,19:04,38
vsrv16,PPTP,2017-01-12,17:41,19:05,84
vsrv8,SSTP,2017-01-12,18:20,19:05,45
vsrv8,SSTP,2017-01-12,19:06,19:06,0
vsrv8,PPTP,2017-01-12,17:35,19:08,93
vsrv8,SSTP,2017-01-12,19:06,19:08,2
vsrv8,PPTP,2017-01-12,18:58,19:08,10
vsrv17,SSTP,2017-01-12,19:08,19:11,3
vsrv17,SSTP,2017-01-12,17:24,19:13,109
vsrv17,SSTP,2017-01-12,18:52,19:13,21
vsrv8,SSTP,2017-01-12,19:13,19:13,0
vsrv17,SSTP,2017-01-12,18:05,19:15,70
vsrv16,PPTP,2017-01-12,17:10,19:15,125
vsrv17,PPTP,2017-01-12,18:39,19:17,38
vsrv17,SSTP,2017-01-12,18:16,19:17,61
vsrv17,SSTP,2017-01-12,19:17,19:17,0
vsrv17,SSTP,2017-01-12,19:11,19:17,6
vsrv17,SOFTETHER,2017-01-12,18:42,19:17,35
vsrv17,SSTP,2017-01-12,17:13,19:17,124
vsrv8,PPTP,2017-01-12,18:58,19:18,20
vsrv8,SSTP,2017-01-12,19:05,19:18,13
vsrv8,SSTP,2017-01-12,19:03,19:18,15
vsrv17,SSTP,2017-01-12,19:17,19:18,1
vsrv17,SSTP,2017-01-12,19:06,19:18,12
vsrv8,SSTP,2017-01-12,19:18,19:19,1
vsrv17,SSTP,2017-01-12,18:06,19:19,73
vsrv8,SSTP,2017-01-12,19:19,19:19,0
vsrv8,SSTP,2017-01-12,19:19,19:19,0
vsrv17,SSTP,2017-01-12,19:18,19:20,2
vsrv17,PPTP,2017-01-12,18:59,19:20,21
vsrv17,SSTP,2017-01-12,14:49,19:21,272
vsrv17,SSTP,2017-01-12,19:21,19:21,0
vsrv17,SSTP,2017-01-12,19:20,19:22,2
vsrv17,PPTP,2017-01-12,18:56,19:22,26
vsrv8,SSTP,2017-01-12,19:19,19:24,5
vsrv17,SSTP,2017-01-12,19:24,19:24,0
vsrv17,SOFTETHER,2017-01-12,19:12,19:25,13
vsrv17,SSTP,2017-01-12,19:24,19:25,1
vsrv16,PPTP,2017-01-12,19:03,19:26,23
vsrv17,PPTP,2017-01-12,17:30,19:26,116
vsrv8,PPTP,2017-01-12,17:43,19:27,104
vsrv16,SSTP,2017-01-12,19:27,19:28,1
vsrv16,SSTP,2017-01-12,19:26,19:28,2
vsrv17,PPTP,2017-01-12,17:39,19:29,110
vsrv8,SSTP,2017-01-12,13:54,19:29,335
vsrv17,SSTP,2017-01-12,19:20,19:29,9
vsrv16,PPTP,2017-01-12,18:59,19:30,31
vsrv16,SSTP,2017-01-12,18:46,19:31,45
vsrv16,SSTP,2017-01-12,19:11,19:32,21
vsrv16,SSTP,2017-01-12,19:18,19:33,15
vsrv16,SSTP,2017-01-12,17:36,19:34,118
vsrv16,PPTP,2017-01-12,16:07,19:34,207
vsrv8,SSTP,2017-01-12,17:52,19:34,102
vsrv17,PPTP,2017-01-12,19:03,19:38,35
vsrv8,SSTP,2017-01-12,18:34,19:39,65
vsrv16,PPTP,2017-01-12,18:36,19:39,63
vsrv16,PPTP,2017-01-12,13:34,19:40,366
vsrv16,SSTP,2017-01-12,19:24,19:40,16
vsrv8,OPENVPN_L2,2017-01-12,17:08,19:40,152
vsrv8,SSTP,2017-01-12,19:15,19:41,26
vsrv16,SSTP,2017-01-12,19:35,19:42,7
vsrv17,SSTP,2017-01-12,19:35,19:46,11
vsrv16,SSTP,2017-01-12,18:24,19:46,82
vsrv16,PPTP,2017-01-12,16:16,19:47,211
vsrv8,PPTP,2017-01-12,17:48,19:49,121
vsrv8,PPTP,2017-01-12,18:34,19:49,75
vsrv8,PPTP,2017-01-12,19:41,19:49,8
vsrv16,SSTP,2017-01-12,19:18,19:50,32
vsrv16,SSTP,2017-01-12,19:28,19:51,23
vsrv16,SSTP,2017-01-12,19:40,19:55,15
vsrv17,PPTP,2017-01-12,18:08,19:56,108
vsrv16,PPTP,2017-01-12,17:05,19:57,172
vsrv16,PPTP,2017-01-12,18:43,19:58,75
vsrv11,PPTP,2017-01-12,19:43,20:00,17
vsrv16,PPTP,2017-01-12,19:39,20:01,22
vsrv16,PPTP,2017-01-12,20:01,20:02,1
vsrv8,SSTP,2017-01-12,19:12,20:02,50
vsrv8,SSTP,2017-01-12,20:01,20:02,1
vsrv11,PPTP,2017-01-12,18:12,20:02,110
vsrv17,SSTP,2017-01-12,20:05,20:05,0
vsrv16,SSTP,2017-01-12,20:02,20:05,3
vsrv8,SSTP,2017-01-12,18:54,20:05,71
vsrv8,PPTP,2017-01-12,18:29,20:05,96
vsrv8,PPTP,2017-01-12,18:26,20:06,100
vsrv8,SSTP,2017-01-12,17:19,20:06,167
vsrv16,PPTP,2017-01-12,18:35,20:09,94
vsrv8,SSTP,2017-01-12,20:10,20:12,2
vsrv8,SSTP,2017-01-12,20:12,20:15,3
vsrv8,PPTP,2017-01-12,20:10,20:17,7
vsrv8,SSTP,2017-01-12,20:01,20:17,16
vsrv17,PPTP,2017-01-12,16:58,20:17,199
vsrv16,SSTP,2017-01-12,19:20,20:18,58
vsrv8,SSTP,2017-01-12,19:39,20:19,40
vsrv8,PPTP,2017-01-12,16:43,20:20,217
vsrv16,SSTP,2017-01-12,18:38,20:20,102
vsrv8,PPTP,2017-01-12,19:32,20:21,49
vsrv17,SSTP,2017-01-12,19:21,20:22,61
vsrv17,PPTP,2017-01-12,19:52,20:25,33
vsrv17,PPTP,2017-01-12,17:36,20:27,171
vsrv8,SSTP,2017-01-12,20:24,20:27,3
vsrv16,PPTP,2017-01-12,16:37,20:27,230
vsrv17,SSTP,2017-01-12,19:01,20:27,86
vsrv8,PPTP,2017-01-12,19:01,20:28,87
vsrv17,PPTP,2017-01-12,18:28,20:28,120
vsrv17,PPTP,2017-01-12,19:11,20:28,77
vsrv16,SSTP,2017-01-12,20:22,20:28,6
vsrv8,PPTP,2017-01-12,18:33,20:29,116
vsrv16,SSTP,2017-01-12,19:16,20:29,73
vsrv8,PPTP,2017-01-12,19:28,20:30,62
vsrv17,SSTP,2017-01-12,18:39,20:30,111
vsrv17,PPTP,2017-01-12,18:31,20:31,120
vsrv8,SSTP,2017-01-12,15:34,20:31,297
vsrv16,PPTP,2017-01-12,19:22,20:32,70
vsrv16,PPTP,2017-01-12,18:07,20:33,146
vsrv16,SSTP,2017-01-12,15:32,20:33,301
vsrv16,SSTP,2017-01-12,20:14,20:34,20
vsrv16,SSTP,2017-01-12,19:54,20:36,42
vsrv16,SSTP,2017-01-12,11:26,20:36,550
vsrv8,SSTP,2017-01-12,20:34,20:36,2
vsrv8,PPTP,2017-01-12,20:04,20:37,33
vsrv8,PPTP,2017-01-12,19:45,20:37,52
vsrv8,SSTP,2017-01-12,20:29,20:37,8
vsrv16,SSTP,2017-01-12,16:34,20:37,243
vsrv8,PPTP,2017-01-12,18:25,20:40,135
vsrv8,SOFTETHER,2017-01-12,19:34,20:42,68
vsrv17,SSTP,2017-01-12,19:51,20:43,52
vsrv16,SSTP,2017-01-12,20:40,20:43,3
vsrv16,SSTP,2017-01-12,19:42,20:44,62
vsrv17,SSTP,2017-01-12,20:39,20:45,6
vsrv17,SSTP,2017-01-12,20:44,20:45,1
vsrv16,SSTP,2017-01-12,20:35,20:46,11
vsrv16,SSTP,2017-01-12,17:05,20:46,221
vsrv16,OPENVPN_L2,2017-01-12,19:16,20:47,91
vsrv16,PPTP,2017-01-12,19:17,20:50,93
vsrv17,SSTP,2017-01-12,20:50,20:50,0
vsrv8,SSTP,2017-01-12,18:55,20:51,116
vsrv8,PPTP,2017-01-12,20:10,20:52,42
vsrv17,OPENVPN_L2,2017-01-12,20:40,20:52,12
vsrv11,SOFTETHER,2017-01-12,20:45,20:54,9
vsrv17,SSTP,2017-01-12,20:59,21:00,1
vsrv17,PPTP,2017-01-12,20:47,21:01,14
vsrv17,SSTP,2017-01-12,20:59,21:03,4
vsrv17,PPTP,2017-01-12,18:41,21:06,145
vsrv17,PPTP,2017-01-12,20:41,21:08,27
vsrv8,SSTP,2017-01-12,21:06,21:09,3
vsrv17,PPTP,2017-01-12,19:40,21:11,91
vsrv8,PPTP,2017-01-12,19:37,21:12,95
vsrv16,PPTP,2017-01-12,19:22,21:13,111
vsrv16,PPTP,2017-01-12,20:34,21:14,40
vsrv17,PPTP,2017-01-12,19:03,21:15,132
vsrv16,SSTP,2017-01-12,20:03,21:16,73
vsrv16,OPENVPN_L2,2017-01-12,21:08,21:17,9
vsrv8,PPTP,2017-01-12,21:08,21:18,10
vsrv17,SSTP,2017-01-12,20:44,21:19,35
vsrv8,SSTP,2017-01-12,21:18,21:19,1
vsrv16,SSTP,2017-01-12,17:31,21:20,229
vsrv16,PPTP,2017-01-12,19:08,21:21,133
vsrv16,SSTP,2017-01-12,19:21,21:21,120
vsrv17,SSTP,2017-01-12,21:22,21:22,0
vsrv17,SSTP,2017-01-12,21:23,21:23,0
vsrv16,PPTP,2017-01-12,21:18,21:23,5
vsrv16,OPENVPN_L2,2017-01-12,21:20,21:23,3
vsrv17,PPTP,2017-01-12,20:06,21:23,77
vsrv8,PPTP,2017-01-12,19:52,21:24,92
vsrv16,PPTP,2017-01-12,21:20,21:24,4
vsrv17,SSTP,2017-01-12,20:29,21:24,55
vsrv17,SSTP,2017-01-12,21:23,21:26,3
vsrv8,OPENVPN_L2,2017-01-12,21:26,21:26,0
vsrv17,SSTP,2017-01-12,21:27,21:27,0
vsrv17,SSTP,2017-01-12,21:20,21:27,7
vsrv17,PPTP,2017-01-12,21:17,21:28,11
vsrv17,SSTP,2017-01-12,21:28,21:28,0
vsrv17,SSTP,2017-01-12,21:28,21:28,0
vsrv17,SSTP,2017-01-12,21:29,21:29,0
vsrv8,SSTP,2017-01-12,21:23,21:30,7
vsrv8,PPTP,2017-01-12,21:32,21:33,1
vsrv17,SSTP,2017-01-12,20:30,21:34,64
vsrv8,PPTP,2017-01-12,20:55,21:34,39
vsrv8,SSTP,2017-01-12,21:35,21:35,0
vsrv17,SSTP,2017-01-12,21:36,21:36,0
vsrv17,SSTP,2017-01-12,21:08,21:36,28
vsrv17,SSTP,2017-01-12,21:36,21:37,1
vsrv17,PPTP,2017-01-12,20:53,21:37,44
vsrv16,PPTP,2017-01-12,21:14,21:37,23
vsrv8,SSTP,2017-01-12,21:38,21:38,0
vsrv8,SSTP,2017-01-12,21:39,21:39,0
vsrv16,SSTP,2017-01-12,19:24,21:39,135
vsrv17,PPTP,2017-01-12,18:08,21:41,213
vsrv16,PPTP,2017-01-12,14:47,21:43,416
vsrv17,PPTP,2017-01-12,21:22,21:44,22
vsrv17,PPTP,2017-01-12,21:11,21:46,35
vsrv8,PPTP,2017-01-12,21:45,21:48,3
vsrv17,SSTP,2017-01-12,21:48,21:48,0
vsrv17,PPTP,2017-01-12,21:42,21:48,6
vsrv8,PPTP,2017-01-12,21:20,21:49,29
vsrv17,SSTP,2017-01-12,20:39,21:50,71
vsrv8,SSTP,2017-01-12,21:45,21:52,7
vsrv17,SSTP,2017-01-12,21:53,21:53,0
vsrv17,SSTP,2017-01-12,21:53,21:54,1
vsrv8,PPTP,2017-01-12,21:04,21:56,52
vsrv16,SSTP,2017-01-12,21:48,21:56,8
vsrv17,SSTP,2017-01-12,21:58,21:58,0
vsrv17,SSTP,2017-01-12,21:32,21:59,27
vsrv16,SSTP,2017-01-12,20:34,21:59,85
vsrv17,SSTP,2017-01-12,21:26,22:01,35
vsrv16,SSTP,2017-01-12,20:59,22:02,63
vsrv16,SSTP,2017-01-12,21:59,22:03,4
vsrv17,OPENVPN_L2,2017-01-12,18:31,22:03,212
vsrv17,SSTP,2017-01-12,21:03,22:05,62
vsrv16,SSTP,2017-01-12,22:08,22:08,0
vsrv8,SSTP,2017-01-12,21:27,22:08,41
vsrv8,PPTP,2017-01-12,21:26,22:09,43
vsrv16,SSTP,2017-01-12,21:16,22:12,56
vsrv8,PPTP,2017-01-12,22:09,22:15,6
vsrv17,SSTP,2017-01-12,22:15,22:15,0
vsrv16,PPTP,2017-01-12,17:24,22:16,292
vsrv8,SSTP,2017-01-12,22:19,22:19,0
vsrv17,PPTP,2017-01-12,21:25,22:21,56
vsrv17,PPTP,2017-01-12,21:38,22:21,43
vsrv16,SSTP,2017-01-12,22:07,22:22,15
vsrv17,SSTP,2017-01-12,22:23,22:23,0
vsrv17,SSTP,2017-01-12,22:23,22:23,0
vsrv8,SSTP,2017-01-12,21:17,22:24,67
vsrv16,SSTP,2017-01-12,21:38,22:25,47
vsrv17,PPTP,2017-01-12,21:37,22:25,48
vsrv8,SSTP,2017-01-12,22:19,22:25,6
vsrv8,SSTP,2017-01-12,21:45,22:27,42
vsrv8,SSTP,2017-01-12,22:19,22:28,9
vsrv16,SSTP,2017-01-12,19:55,22:30,155
vsrv17,SSTP,2017-01-12,21:54,22:32,38
vsrv16,SSTP,2017-01-12,18:31,22:32,241
vsrv16,PPTP,2017-01-12,20:32,22:34,122
vsrv17,PPTP,2017-01-12,22:22,22:34,12
vsrv8,OPENVPN_L2,2017-01-12,20:35,22:35,120
vsrv16,PPTP,2017-01-12,22:34,22:35,1
vsrv8,SSTP,2017-01-12,21:41,22:35,54
vsrv17,PPTP,2017-01-12,19:55,22:36,161
vsrv16,PPTP,2017-01-12,22:32,22:38,6
vsrv16,PPTP,2017-01-12,18:53,22:39,226
vsrv8,PPTP,2017-01-12,22:39,22:40,1
vsrv8,PPTP,2017-01-12,21:26,22:41,75
vsrv8,PPTP,2017-01-12,22:23,22:42,19
vsrv16,PPTP,2017-01-12,22:36,22:43,7
